,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
258400,O43313,Q9UNN8,1,0.551219512195122,0.4016331861483007,0.4764263491717113,0,,,,,,,0,ATMIN,PROCR,0,1,1
258431,P02452,Q6ZVU0,1,0.526829268292683,0.4016811421495004,0.4642552052210916,0,,,,,,,0,COL1A1,,1,0,1
259445,P02818,Q5XKK7,1,0.551219512195122,0.401632965214666,0.476426238704894,0,,,,,,,0,BGLAP,FAM219B,1,0,1
259648,A0A0A0MRZ8,Q9BQB4,1,0.5365853658536585,0.4016333281775897,0.469109347015624,0,,,,,,,0,IGKV3D-11,SOST,0,1,1
261461,Q96MX3,Q9UNN8,1,0.551219512195122,0.4016330918278901,0.476426302011506,0,,,,,,,0,ZNF48,PROCR,0,1,1
261618,P20908,Q9HA82,1,0.5219512195121951,0.4016814184428818,0.4618163189775385,0,,,,,,,0,COL5A1,CERS4,1,0,1
262183,O96020,P25940,1,0.551219512195122,0.4016329815450983,0.4764262468701101,0,,,,,,,0,CCNE2,COL5A3,0,1,1
262409,P02461,P14314,1,0.526829268292683,0.4016332712729173,0.4642312697828001,0,,,,,,,0,COL3A1,PRKCSH,1,0,1
262865,P28482,Q9UJS0,1,0.551219512195122,0.4016331279746817,0.4764263200849018,0,,,,,,,0,MAPK1,SLC25A13,1,0,1
262954,P12524,P39023,1,0.526829268292683,0.4016333221088942,0.4642312952007885,0,,,,,,,0,MYCL,RPL3,1,0,1
263900,P34972,Q6IMI6,1,0.526829268292683,0.4016340874512516,0.4642316778719673,0,,,,,,,0,CNR2,SULT1C3,1,0,1
263995,P10451,Q12972,1,0.551219512195122,0.4016336235800024,0.4764265678875622,0,,,,,,,0,SPP1,PPP1R8,1,0,1
264316,P12643,Q8IYV9,1,0.5365853658536585,0.4016329805443338,0.4691091731989961,0,,,,,,,0,BMP2,IZUMO1,1,0,1
264608,A6NP11,P28482,1,0.526829268292683,0.4016333467330888,0.4642313075128859,0,,,,,,,0,ZNF716,MAPK1,0,1,1
264658,P06870,P08123,1,0.526829268292683,0.4016814421209916,0.4642553552068372,0,,,,,,,0,KLK1,COL1A2,0,1,1
264697,P28676,Q9Y4K3,1,0.551219512195122,0.4016328699147154,0.4764261910549187,0,,,,,,,0,GCA,TRAF6,0,1,1
264886,M0QZC1,P02452,1,0.526829268292683,0.4016811451170326,0.4642552067048577,0,,,,,,,0,RNF225,COL1A1,0,1,1
264898,P01106,Q8WV92,1,0.526829268292683,0.4016332930417812,0.464231280667232,0,,,,,,,0,MYC,MITD1,1,0,1
265208,P12524,P54886,1,0.551219512195122,0.4016329265029393,0.4764262193490306,0,,,,,,,0,MYCL,ALDH18A1,1,0,1
265230,O75185,P18075,1,0.551219512195122,0.401633049659778,0.47642628092745,0,,,,,,,0,ATP2C2,BMP7,0,1,1
265442,P12524,Q8WVR3,1,0.551219512195122,0.4016331964338682,0.4764263543144951,0,,,,,,,0,MYCL,TRAPPC14,1,0,1
265563,O14788,P49189,1,0.551219512195122,0.4016329302326754,0.4764262212138986,0,,,,,,,0,TNFSF11,ALDH9A1,1,0,1
266680,P01106,Q8IXK0,1,0.551219512195122,0.4016328175689511,0.4764261648820365,0,,,,,,,0,MYC,PHC2,1,0,1
267968,P04637,Q8NGH8,1,0.5365853658536585,0.4016339387900433,0.4691096523218508,0,,,,,,,0,TP53,OR56A4,1,0,1
268008,P04198,Q8N4E4,1,0.526829268292683,0.4016330725609258,0.4642311704268044,0,,,,,,,0,MYCN,PDCL2,1,0,1
268837,P0CW27,Q9BQB4,1,0.551219512195122,0.4016330295188122,0.4764262708569671,0,,,,,,,0,CCDC166,SOST,0,1,1
268854,P02452,Q8TDD2,1,0.551219512195122,0.4016329035682509,0.4764262078816864,0,,,,,,,0,COL1A1,SP7,1,0,1
269285,P25940,P47804,1,0.551219512195122,0.4016327990607609,0.4764261556279414,0,,,,,,,0,COL5A3,RGR,1,0,1
269827,P25940,Q9ULV4,1,0.551219512195122,0.4016330374115266,0.4764262748033243,0,,,,,,,0,COL5A3,CORO1C,1,0,1
270645,P05997,Q8IZP0,1,0.526829268292683,0.4016812781591919,0.4642552732259374,0,,,,,,,0,COL5A2,ABI1,1,0,1
270994,P23219,P23219,1,0.7853658536585365,0.4230833795010681,0.6042246165798023,0,,,,,,,0,PTGS1,PTGS1,1,1,1
272201,P04637,P35269,1,0.526829268292683,0.4016333348399267,0.4642313015663048,0,,,,,,,0,TP53,GTF2F1,1,0,1
272327,A6NJ46,P04637,1,0.526829268292683,0.4016332341142734,0.4642312512034782,0,,,,,,,0,NKX6-3,TP53,0,1,1
272354,P34972,Q15813,1,0.551219512195122,0.401633050212513,0.4764262812038174,0,,,,,,,0,CNR2,TBCE,1,0,1
272619,Q5HYW3,Q9UNN8,1,0.551219512195122,0.4016331679567454,0.4764263400759337,0,,,,,,,0,RTL5,PROCR,0,1,1
272774,Q9BQB4,Q9Y303,1,0.5365853658536585,0.4016331788864459,0.4691092723700522,0,,,,,,,0,SOST,AMDHD2,1,0,1
273345,P04637,Q92765,1,0.551219512195122,0.4016329888154644,0.4764262505052932,0,,,,,,,0,TP53,FRZB,1,0,1
273685,Q969Q5,Q9Y4K3,1,0.551219512195122,0.4016331303887093,0.4764263212919156,0,,,,,,,0,RAB24,TRAF6,0,1,1
276507,B4DZS4,P05997,1,0.551219512195122,0.401632977884095,0.4764262450396085,0,,,,,,,0,TCP11X1,COL5A2,0,1,1
278059,O14788,Q8WXA3,1,0.551219512195122,0.4016329954151472,0.4764262538051346,0,,,,,,,0,TNFSF11,RUFY2,1,0,1
278768,P01258,Q96KT6,1,0.526829268292683,0.4016331696399522,0.4642312189663176,0,,,,,,,0,CALCA,LINC00208,1,0,1
278825,P08123,Q7Z602,1,0.551219512195122,0.4016329114981107,0.4764262118466164,0,,,,,,,0,COL1A2,GPR141,1,0,1
278915,A3QJZ7,P25940,1,0.551219512195122,0.4016329038635449,0.4764262080293334,0,,,,,,,0,PRAMEF27,COL5A3,0,1,1
279320,P05997,P10073,1,0.551219512195122,0.4016328949410521,0.476426203568087,0,,,,,,,0,COL5A2,ZSCAN22,1,0,1
280503,O76080,P05412,1,0.526829268292683,0.4016335089535076,0.4642313886230952,0,,,,,,,0,ZFAND5,JUN,0,1,1
280695,P09211,Q9Y4K3,1,0.551219512195122,0.4016332894409353,0.4764264008180287,0,,,,,,,0,GSTP1,TRAF6,0,1,1
281848,P25940,Q9P2W7,1,0.551219512195122,0.4016328746179082,0.4764261934065151,0,,,,,,,0,COL5A3,B3GAT1,1,0,1
281865,P25940,P40879,1,0.5219512195121951,0.4016811452330301,0.4618161823726126,0,,,,,,,0,COL5A3,SLC26A3,1,0,1
282167,P12524,Q8IY85,1,0.5219512195121951,0.4016812756305619,0.4618162475713785,0,,,,,,,0,MYCL,EFCAB13,1,0,1
282193,P34972,Q86YJ6,1,0.551219512195122,0.4016331265692261,0.476426319382174,0,,,,,,,0,CNR2,THNSL2,1,0,1
282506,P20908,Q8WZA2,1,0.5219512195121951,0.401681132794705,0.46181617615345,0,,,,,,,0,COL5A1,RAPGEF4,1,0,1
282723,P08123,P28907,1,0.526829268292683,0.4016813486646758,0.4642553084786793,0,,,,,,,0,COL1A2,CD38,1,0,1
283093,P35354,P35354,1,0.7024390243902439,0.4142058562166864,0.5583224403034651,0,,,,,,,0,PTGS2,PTGS2,1,1,1
283309,P04198,Q96B02,1,0.551219512195122,0.4016329472319159,0.4764262297135189,0,,,,,,,0,MYCN,UBE2W,1,0,1
283943,P01106,Q7Z7B0,1,0.551219512195122,0.4016330117855495,0.4764262619903358,0,,,,,,,0,MYC,FILIP1,1,0,1
284083,O14730,P17612,1,0.551219512195122,0.4016331465803053,0.4764263293877137,0,,,,,,,0,RIOK3,PRKACA,0,1,1
284750,P04637,Q9BX73,1,0.551219512195122,0.4016331289431764,0.4764263205691492,0,,,,,,,0,TP53,TM2D2,1,0,1
285116,P08123,Q9NW75,1,0.5219512195121951,0.4016813968347517,0.4618163081734734,0,,,,,,,0,COL1A2,GPATCH2,1,0,1
285293,Q8WV92,Q9Y4K3,1,0.551219512195122,0.4016331161544128,0.4764263141747674,0,,,,,,,0,MITD1,TRAF6,0,1,1
285553,Q9Y371,Q9Y4K3,1,0.551219512195122,0.4016329425845029,0.4764262273898124,0,,,,,,,0,SH3GLB1,TRAF6,0,1,1
285795,P25940,Q96AN5,1,0.551219512195122,0.4016328471283188,0.4764261796617204,0,,,,,,,0,COL5A3,TMEM143,1,0,1
286398,P05997,Q9H1Z4,1,0.551219512195122,0.4016328957279659,0.4764262039615439,0,,,,,,,0,COL5A2,WDR13,1,0,1
286531,P01106,Q96R45,1,0.551219512195122,0.4016334272792312,0.4764264697371766,0,,,,,,,0,MYC,OR2A7,1,0,1
286844,P10415,Q6PCB0,1,0.551219512195122,0.4016330343841346,0.4764262732896283,0,,,,,,,0,BCL2,VWA1,1,0,1
286983,P08123,Q9UMR7,1,0.526829268292683,0.4016811447153575,0.4642552065040202,0,,,,,,,0,COL1A2,CLEC4A,1,0,1
287712,P01106,Q9ULZ2,1,0.526829268292683,0.4016332717461097,0.4642312700193963,0,,,,,,,0,MYC,STAP1,1,0,1
287835,P25940,Q8N9Z9,1,0.551219512195122,0.4016328414892635,0.4764261768421927,0,,,,,,,0,COL5A3,LMNTD1,1,0,1
288869,Q9Y4K3,Q9Y4K3,1,0.7073170731707318,0.3982952189387999,0.5528061460547659,0,,,,,,,0,TRAF6,TRAF6,1,1,1
289374,P12524,Q13127,1,0.5219512195121951,0.4016810782094276,0.4618161488608113,0,,,,,,,0,MYCL,REST,1,0,1
289852,P04004,P35443,1,0.551219512195122,0.4016329039106811,0.4764262080529016,0,,,,,,,0,VTN,THBS4,1,0,1
289896,P10415,Q9NYA3,1,0.551219512195122,0.401632859710456,0.4764261859527889,0,,,,,,,0,BCL2,GOLGA6A,1,0,1
291464,P31749,P31749,1,0.6390243902439026,0.4198760333922213,0.529450211818062,0,,,,,,,0,AKT1,AKT1,1,1,1
291951,P02452,Q9HBW0,1,0.551219512195122,0.401632898002418,0.47642620509877,0,,,,,,,0,COL1A1,LPAR2,1,0,1
292209,P05997,Q6ZMJ4,1,0.551219512195122,0.4016330050333532,0.4764262586142376,0,,,,,,,0,COL5A2,IL34,1,0,1
293453,P31749,Q9UQ72,1,0.551219512195122,0.4016330909477889,0.4764263015714554,0,,,,,,,0,AKT1,PSG11,1,0,1
293507,P03372,Q9NSY1,1,0.551219512195122,0.4016331711206605,0.4764263416578912,0,,,,,,,0,ESR1,BMP2K,1,0,1
293884,P01106,Q9H208,1,0.551219512195122,0.4016333892843015,0.4764264507397117,0,,,,,,,0,MYC,OR10A2,1,0,1
294358,P02818,Q9GZU8,1,0.526829268292683,0.4016331612589749,0.4642312147758289,0,,,,,,,0,BGLAP,PSME3IP1,1,0,1
294614,P52298,Q04206,1,0.551219512195122,0.4016328787550558,0.4764261954750889,0,,,,,,,0,NCBP2,RELA,0,1,1
296279,P05997,Q15118,1,0.526829268292683,0.4016811921042321,0.4642552301984575,0,,,,,,,0,COL5A2,PDK1,1,0,1
297698,P10415,Q9ULX5,1,0.551219512195122,0.4016329692708873,0.4764262407330046,0,,,,,,,0,BCL2,RNF112,1,0,1
297753,O15211,P25940,1,0.551219512195122,0.4016328964548403,0.4764262043249812,0,,,,,,,0,RGL2,COL5A3,0,1,1
298359,Q16539,Q8N2N9,1,0.526829268292683,0.4016811471235711,0.464255207708127,0,,,,,,,0,MAPK14,ANKRD36B,1,0,1
298703,P08123,P67775,1,0.551219512195122,0.4016329259323065,0.4764262190637142,0,,,,,,,0,COL1A2,PPP2CA,1,0,1
298870,P19838,Q8NDV3,1,0.551219512195122,0.4016330020308296,0.4764262571129758,0,,,,,,,0,NFKB1,SMC1B,1,0,1
299824,P02452,P25024,1,0.551219512195122,0.4016330213699362,0.4764262667825291,0,,,,,,,0,COL1A1,CXCR1,1,0,1
300121,P02452,Q9P2K3,1,0.551219512195122,0.4016328783666771,0.4764261952808996,0,,,,,,,0,COL1A1,RCOR3,1,0,1
300315,A8MW95,P05997,1,0.551219512195122,0.4016328920835627,0.4764262021393423,0,,,,,,,0,BECN2,COL5A2,0,1,1
300641,P04637,P20827,1,0.551219512195122,0.4016330636204319,0.4764262879077769,0,,,,,,,0,TP53,EFNA1,1,0,1
300822,P02461,Q9N2J8,1,0.551219512195122,0.401632935503827,0.4764262238494745,0,,,,,,,0,COL3A1,,1,0,1
300974,Q96RA2,Q9Y4K3,1,0.551219512195122,0.4016332600512966,0.4764263861232093,0,,,,,,,0,OR7D2,TRAF6,0,1,1
301338,F8VTS6,P04198,1,0.526829268292683,0.4016331104870549,0.4642311893898689,0,,,,,,,0,RFPL4AL1,MYCN,0,1,1
302490,P05997,Q96R48,1,0.551219512195122,0.4016329474207599,0.4764262298079409,0,,,,,,,0,COL5A2,OR2A5,1,0,1
303135,P02452,Q969X1,1,0.526829268292683,0.4016812943716888,0.4642552813321858,0,,,,,,,0,COL1A1,TMBIM1,1,0,1
303396,P04629,P04629,1,0.8731707317073171,0.4095043797931404,0.6413375557502288,0,,P04629,P04629,"psi-mi:""MI:0809""(bimolecular fluorescence complementation)",taxid:9606(Homo sapiens),2.0,1,NTRK1,NTRK1,1,1,1
303700,P02461,Q68DY9,1,0.551219512195122,0.4016329570725727,0.4764262346338473,0,,,,,,,0,COL3A1,ZNF772,1,0,1
303915,P04637,Q8N1E2,1,0.551219512195122,0.4016330315386295,0.4764262718668757,0,,,,,,,0,TP53,LYG1,1,0,1
303975,P10451,Q8N9W8,1,0.551219512195122,0.4016333152326056,0.4764264137138638,0,,,,,,,0,SPP1,GARIN2,1,0,1
304234,P37275,Q16539,1,0.5219512195121951,0.4016811681130572,0.4618161938126262,0,,,,,,,0,ZEB1,MAPK14,0,1,1
304341,Q04206,Q8NGX3,1,0.551219512195122,0.4016332617965399,0.4764263869958309,0,,,,,,,0,RELA,OR10T2,1,0,1
304435,P35354,Q4G0U5,1,0.551219512195122,0.4016329819794034,0.4764262470872626,0,,,,,,,0,PTGS2,CFAP221,1,0,1
304707,P05997,Q92187,1,0.551219512195122,0.4016328048889727,0.4764261585420473,0,,,,,,,0,COL5A2,ST8SIA4,1,0,1
304823,Q5T124,Q9UNN8,1,0.551219512195122,0.401632875122127,0.4764261936586245,0,,,,,,,0,UBXN11,PROCR,0,1,1
304911,P23219,Q5TCQ9,1,0.551219512195122,0.4016327920523111,0.4764261521237165,0,,,,,,,0,PTGS1,MAGI3,1,0,1
304981,P04004,Q8N9B5,1,0.551219512195122,0.4016329270226381,0.47642621960888,0,,,,,,,0,VTN,JMY,1,0,1
305625,P08123,P35453,1,0.551219512195122,0.401632927278555,0.4764262197368385,0,,,,,,,0,COL1A2,HOXD13,1,0,1
305867,P02452,Q9UM82,1,0.5219512195121951,0.4016812406498808,0.461816230081038,0,,,,,,,0,COL1A1,SPATA2,1,0,1
306389,O00624,P25940,1,0.551219512195122,0.4016328010807256,0.4764261566379237,0,,,,,,,0,SLC17A2,COL5A3,0,1,1
306442,P02452,Q12948,1,0.5219512195121951,0.4016813641842027,0.4618162918481989,0,,,,,,,0,COL1A1,FOXC1,1,0,1
306680,P05997,Q02252,1,0.551219512195122,0.4016331471422771,0.4764263296686996,0,,,,,,,0,COL5A2,ALDH6A1,1,0,1
307191,O60684,P05997,1,0.551219512195122,0.4016331780366559,0.4764263451158889,0,,,,,,,0,KPNA6,COL5A2,0,1,1
307293,A0A075B6I0,P10451,1,0.551219512195122,0.4016331019995879,0.4764263070973549,0,,,,,,,0,IGLV8-61,SPP1,0,1,1
307625,O95047,Q9Y4K3,1,0.551219512195122,0.4016333043547073,0.4764264082749146,0,,,,,,,0,OR2A4,TRAF6,0,1,1
307758,P02818,Q6ZTU2,1,0.551219512195122,0.4016330040244062,0.4764262581097641,0,,,,,,,0,BGLAP,EP400P1,1,0,1
308621,O95104,P02461,1,0.5365853658536585,0.4016332521955402,0.4691093090245993,0,,,,,,,0,SCAF4,COL3A1,0,1,1
308680,P34972,Q86YF9,1,0.551219512195122,0.4016331153421592,0.4764263137686406,0,,,,,,,0,CNR2,DZIP1,1,0,1
309086,P02452,Q0VG06,1,0.526829268292683,0.4016333283164873,0.4642312983045851,0,,,,,,,0,COL1A1,FAAP100,1,0,1
309322,P04198,P55042,1,0.5365853658536585,0.4016330580393007,0.4691092119464796,0,,,,,,,0,MYCN,RRAD,1,0,1
310308,P04629,Q9BQS8,1,0.5219512195121951,0.4016813990602528,0.4618163092862239,0,,,,,,,0,NTRK1,FYCO1,1,0,1
310993,P29474,P46100,1,0.5219512195121951,0.4016811328988261,0.4618161762055106,0,,,,,,,0,NOS3,ATRX,1,0,1
313367,O75157,P10451,1,0.551219512195122,0.4016327465410513,0.4764261293680866,0,,,,,,,0,TSC22D2,SPP1,0,1,1
313508,P02452,Q6NTE8,1,0.526829268292683,0.4016811020383193,0.4642551851655011,0,,,,,,,0,COL1A1,MRNIP,1,0,1
314524,P12524,Q9BTL3,1,0.551219512195122,0.401632916020939,0.4764262141080305,0,,,,,,,0,MYCL,RAMAC,1,0,1
314938,P10451,P60763,1,0.526829268292683,0.4016333410204502,0.4642313046565666,0,,,,,,,0,SPP1,RAC3,1,0,1
315363,P35354,Q9Y5H2,1,0.551219512195122,0.4016330241934024,0.4764262681942622,0,,,,,,,0,PTGS2,PCDHGA11,1,0,1
315449,P05997,Q9GZX7,1,0.551219512195122,0.4016328864580141,0.476426199326568,0,,,,,,,0,COL5A2,AICDA,1,0,1
316773,P19838,Q9H2S6,1,0.5219512195121951,0.4016813259497404,0.4618162727309677,0,,,,,,,0,NFKB1,TNMD,1,0,1
317422,P02461,Q969I3,1,0.551219512195122,0.4016328862999881,0.476426199247555,0,,,,,,,0,COL3A1,GLYATL1,1,0,1
317528,P02461,Q6ZT21,1,0.551219512195122,0.4016329870680197,0.4764262496315709,0,,,,,,,0,COL3A1,TMPPE,1,0,1
317825,P08123,P13727,1,0.526829268292683,0.4016812140206926,0.4642552411566878,0,,,,,,,0,COL1A2,PRG2,1,0,1
317893,O75381,Q9BQB4,1,0.551219512195122,0.4016329067479874,0.4764262094715547,0,,,,,,,0,PEX14,SOST,0,1,1
318135,Q04206,Q5JRM2,1,0.551219512195122,0.4016329304639641,0.476426221329543,0,,,,,,,0,RELA,CXorf66,1,0,1
318179,Q9UNN8,Q9Y2R4,1,0.551219512195122,0.4016329021375978,0.4764262071663598,0,,,,,,,0,PROCR,DDX52,1,0,1
318833,P35354,Q10567,1,0.551219512195122,0.4016330738727145,0.4764262930339182,0,,,,,,,0,PTGS2,AP1B1,1,0,1
320947,P05997,Q8N9F8,1,0.551219512195122,0.4016329216050249,0.4764262169000735,0,,,,,,,0,COL5A2,ZNF454,1,0,1
321305,P06401,Q9UK59,1,0.526829268292683,0.4016332259902587,0.4642312471414708,0,,,,,,,0,PGR,DBR1,1,0,1
321640,P10074,P42574,1,0.551219512195122,0.4016328486770835,0.4764261804361027,0,,,,,,,0,ZBTB48,CASP3,0,1,1
322659,P02818,Q9NY27,1,0.526829268292683,0.4016330846833256,0.4642311764880042,0,,,,,,,0,BGLAP,PPP4R2,1,0,1
323087,P25940,Q9H6N6,1,0.551219512195122,0.4016329484074986,0.4764262303013102,0,,,,,,,0,COL5A3,MYH16,1,0,1
324140,O14771,P02461,1,0.5219512195121951,0.4016812034276378,0.4618162114699164,0,,,,,,,0,ZNF213,COL3A1,0,1,1
324829,P49640,Q9Y4K3,1,0.526829268292683,0.4016331793682939,0.4642312238304884,0,,,,,,,0,EVX1,TRAF6,0,1,1
325001,P17612,Q9Y6F1,1,0.551219512195122,0.4016330482525492,0.4764262802238356,0,,,,,,,0,PRKACA,PARP3,1,0,1
325220,P04198,Q9NP50,1,0.526829268292683,0.401633107841041,0.464231188066862,0,,,,,,,0,MYCN,SINHCAF,1,0,1
325877,A0A0B4J1X5,P04198,1,0.526829268292683,0.4016332950952592,0.4642312816939711,0,,,,,,,0,IGHV3-74,MYCN,0,1,1
325913,O14788,Q8IZN3,1,0.551219512195122,0.4016330877190417,0.4764262999570818,0,,,,,,,0,TNFSF11,ZDHHC14,1,0,1
326042,P49591,Q16539,1,0.551219512195122,0.4016331795023719,0.4764263458487469,0,,,,,,,0,SARS1,MAPK14,0,1,1
327648,P01106,P0C7V9,1,0.551219512195122,0.4016330895220944,0.4764263008586082,0,,,,,,,0,MYC,METTL15P1,1,0,1
328804,P12524,Q56NI9,1,0.526829268292683,0.4016331916643493,0.4642312299785161,0,,,,,,,0,MYCL,ESCO2,1,0,1
329089,P28482,Q92570,1,0.551219512195122,0.4016329332392642,0.4764262227171931,0,,,,,,,0,MAPK1,NR4A3,1,0,1
330657,O00206,P04004,1,0.551219512195122,0.4016329370845571,0.4764262246398395,0,,,,,,,0,TLR4,VTN,0,1,1
331088,Q5T6C5,Q9UNN8,1,0.551219512195122,0.4016331214476378,0.4764263168213799,0,,,,,,,0,ATXN7L2,PROCR,0,1,1
331216,P02452,Q8WU79,1,0.551219512195122,0.4016328668470761,0.476426189521099,0,,,,,,,0,COL1A1,SMAP2,1,0,1
331403,A0A087WSY6,Q9BQB4,1,0.5219512195121951,0.4016332885557634,0.4617922540339793,0,,,,,,,0,IGKV3D-15,SOST,0,1,1
331518,P05997,Q32MK0,1,0.551219512195122,0.4016331915108936,0.4764263518530078,0,,,,,,,0,COL5A2,MYLK3,1,0,1
331704,Q9BQB4,Q9BXG8,1,0.551219512195122,0.4016328389450315,0.4764261755700767,0,,,,,,,0,SOST,SPZ1,1,0,1
331913,A0A0A0MS02,P04637,1,0.551219512195122,0.4016329861265906,0.4764262491608563,0,,,,,,,0,TRGV1,TP53,0,1,1
332268,P12524,Q9H334,1,0.551219512195122,0.4016329546930236,0.4764262334440728,0,,,,,,,0,MYCL,FOXP1,1,0,1
332893,P04637,P57054,1,0.551219512195122,0.4016331037270547,0.4764263079610883,0,,,,,,,0,TP53,PIGP,1,0,1
334783,P35354,Q9NQ86,1,0.551219512195122,0.4016329805329435,0.4764262463640327,0,,,,,,,0,PTGS2,TRIM36,1,0,1
335264,O43900,P02452,1,0.551219512195122,0.4016329704103647,0.4764262413027433,0,,,,,,,0,PRICKLE3,COL1A1,0,1,1
336107,P20908,Q9NTN9,1,0.526829268292683,0.4016811606057081,0.4642552144491955,0,,,,,,,0,COL5A1,SEMA4G,1,0,1
336362,Q17RF5,Q9BQB4,1,0.526829268292683,0.4016331747568953,0.4642312215247891,0,,,,,,,0,ODAPH,SOST,0,1,1
336407,P02452,Q6NXT4,1,0.551219512195122,0.4016329359348868,0.4764262240650044,0,,,,,,,0,COL1A1,SLC30A6,1,0,1
337190,P01825,P12643,1,0.551219512195122,0.4016329368259209,0.4764262245105214,0,,,,,,,0,IGHV4-59,BMP2,0,1,1
337201,Q15022,Q16539,1,0.551219512195122,0.4016330232494433,0.4764262677222826,0,,,,,,,0,SUZ12,MAPK14,0,1,1
337289,P42574,Q86SQ7,1,0.551219512195122,0.4016328867436718,0.4764261994693969,0,,,,,,,0,CASP3,SDCCAG8,1,0,1
337512,O94933,P20908,1,0.5219512195121951,0.4016812650312917,0.4618162422717434,0,,,,,,,0,SLITRK3,COL5A1,0,1,1
337567,P08123,P62714,1,0.551219512195122,0.4016328932877749,0.4764262027414484,0,,,,,,,0,COL1A2,PPP2CB,1,0,1
338371,P17612,P18075,1,0.551219512195122,0.4016328992342829,0.4764262057147024,1,0.1154299175500589,,,,,,0,PRKACA,BMP7,1,1,1
338560,O75200,P08123,1,0.5219512195121951,0.4016811876333794,0.4618162035727873,0,,,,,,,0,NPIPB7,COL1A2,0,1,1
339620,O14508,P04637,1,0.551219512195122,0.4016329487004481,0.476426230447785,0,,,,,,,0,SOCS2,TP53,0,1,1
340946,O00292,P02461,1,0.526829268292683,0.4016813949031855,0.4642553315979342,0,,,,,,,0,LEFTY2,COL3A1,0,1,1
341530,P49841,Q9Y5E5,1,0.551219512195122,0.4016329481426071,0.4764262301688645,0,,,,,,,0,GSK3B,PCDHB4,1,0,1
342227,O43463,P06401,1,0.551219512195122,0.4016328680578728,0.4764261901264974,0,,,,,,,0,SUV39H1,PGR,0,1,1
342323,P12643,Q96M83,1,0.526829268292683,0.4016811598051545,0.4642552140489187,0,,,,,,,0,BMP2,CCDC7,1,0,1
343105,O75452,P19838,1,0.5219512195121951,0.401681254332851,0.461816236922523,0,,,,,,,0,RDH16,NFKB1,0,1,1
343462,P55916,Q9Y4K3,1,0.551219512195122,0.4016329617524065,0.4764262369737642,0,,,,,,,0,UCP3,TRAF6,0,1,1
344191,P06401,Q96AE4,1,0.551219512195122,0.4016329873784832,0.4764262497868026,0,,,,,,,0,PGR,FUBP1,1,0,1
344337,P12643,Q9P2E9,1,0.551219512195122,0.4016329109101548,0.4764262115526384,0,,,,,,,0,BMP2,RRBP1,1,0,1
344841,P05997,Q8TC71,1,0.551219512195122,0.4016329463244311,0.4764262292597765,0,,,,,,,0,COL5A2,SPATA18,1,0,1
345096,P08123,Q92966,1,0.551219512195122,0.4016328671360806,0.4764261896656013,0,,,,,,,0,COL1A2,SNAPC3,1,0,1
345368,P02452,P48146,1,0.551219512195122,0.4016329927184284,0.4764262524567751,0,,,,,,,0,COL1A1,NPBWR2,1,0,1
345394,P12524,Q9GZX5,1,0.551219512195122,0.40163305690829,0.476426284551706,0,,,,,,,0,MYCL,ZNF350,1,0,1
345880,P05997,Q9UEW8,1,0.551219512195122,0.4016328861425621,0.476426199168842,0,,,,,,,0,COL5A2,STK39,1,0,1
345966,P05997,Q9Y2A9,1,0.551219512195122,0.4016330969688249,0.4764263045819734,0,,,,,,,0,COL5A2,B3GNT3,1,0,1
346277,P10415,Q8N4P6,1,0.526829268292683,0.4016332613243625,0.4642312648085227,0,,,,,,,0,BCL2,LRRC71,1,0,1
346636,O00322,P34972,1,0.551219512195122,0.4016334940155333,0.4764265031053276,0,,,,,,,0,UPK1A,CNR2,0,1,1
347709,P25940,Q71RH2,1,0.551219512195122,0.4016327987020904,0.4764261554486062,0,,,,,,,0,COL5A3,TLCD3B,1,0,1
348328,P17612,Q12800,1,0.551219512195122,0.401633089707791,0.4764263009514565,0,,,,,,,0,PRKACA,TFCP2,1,0,1
348442,Q16539,Q8N3R9,1,0.551219512195122,0.4016329657490166,0.4764262389720692,0,,,,,,,0,MAPK14,PALS1,1,0,1
348758,O14788,Q99592,1,0.551219512195122,0.4016331566384156,0.4764263344167688,0,,,,,,,0,TNFSF11,ZBTB18,1,0,1
349303,P05997,P56749,1,0.551219512195122,0.4016329429892751,0.4764262275921985,0,,,,,,,0,COL5A2,CLDN12,1,0,1
349544,P02452,Q9Y577,1,0.551219512195122,0.40163288191497,0.4764261970550459,0,,,,,,,0,COL1A1,TRIM17,1,0,1
351503,P18075,Q86SS6,1,0.526829268292683,0.4016331004018491,0.464231184347266,0,,,,,,,0,BMP7,SYT9,1,0,1
351531,A6NGY3,P02818,1,0.5219512195121951,0.4016333964716002,0.4617923079918976,0,,,,,,,0,C5orf52,BGLAP,0,1,1
351878,P12643,Q96NU1,1,0.551219512195122,0.4016330687896143,0.4764262904923682,0,,,,,,,0,BMP2,SAMD11,1,0,1
352482,P05997,Q96M43,1,0.551219512195122,0.4016330467561318,0.4764262794756269,0,,,,,,,0,COL5A2,NBPF4,1,0,1
352682,O75410,P10415,1,0.551219512195122,0.4016329228706883,0.4764262175329051,0,,,,,,,0,TACC1,BCL2,0,1,1
353067,P34972,Q9H6N6,1,0.551219512195122,0.4016329394949942,0.4764262258450581,0,,,,,,,0,CNR2,MYH16,1,0,1
